states,actions
"[0.06135923151542565, 0.003067961575771161, -0.18183266630634742, 0.0027461705629718836]",[0.06014071543637986]
"[0.06135923151542565, 0.003067961575771161, -0.14546613304507838, 0.002196936450360454]",[0.33126883927717204]
"[0.06135923151542565, 0.003067961575771161, -0.1163729064360628, 0.0017575491602599413]",[0.4455697598879172]
"[0.06135923151542565, 0.003067961575771161, -0.09309832514884997, 0.0014060393282306904]",[0.17590497597049867]
"[0.06135923151542565, 0.003067961575771161, -0.07447866011907989, 0.0011248314625902367]",[-0.12636462943267449]
"[0.06135923151542565, 0.003067961575771161, -0.059582928095264, 0.000899865170083558]",[-0.18067095578570144]
"[0.06135923151542565, 0.003067961575771161, -0.047666342476211376, 0.0007198921360611621]",[-0.0997067454521828]
"[0.05829126993965436, 0.003067961575771161, -0.19153115276953336, 0.000575913708871667]",[0.07556346284094995]
"[0.05829126993965436, 0.003067961575771161, -0.15322492221562678, 0.0004607309670916493]",[0.3616660117477701]
"[0.05829126993965436, 0.003067961575771161, -0.12257993777250187, 0.0003685847736676351]",[0.4612368342549787]
"[0.05829126993965436, 0.003067961575771161, -0.0980639502180014, 0.0002948678189511611]",[0.18007767273292916]
"[0.05829126993965436, 0.003067961575771161, -0.07845116017440112, 0.00023589425515524454]",[-0.12177096987579308]
"[0.05829126993965436, 0.003067961575771161, -0.06276092813952117, 0.0001887154041355643]",[-0.1718153836545294]
"[0.05829126993965436, 0.003067961575771161, -0.05020874251161711, 0.00015097232332550448]",[-0.08921568301896265]
"[0.05829126993965436, 0.003067961575771161, -0.04016699400929369, 0.00012077785865471924]",[-0.037420947301797125]
"[0.05522330836388308, 0.006135923151542766, -0.18553167399599868, 0.1534947010755161]",[0.4121107348249429]
"[0.05522330836388308, 0.006135923151542766, -0.14842533919679912, 0.12279576086038446]",[1.2743885822700127]
"[0.05522330836388308, 0.006135923151542766, -0.11874027135743903, 0.09823660868832462]",[1.6336524802686796]
"[0.05522330836388308, 0.006135923151542766, -0.0949922170859514, 0.0785892869506597]",[0.8102404023550587]
"[0.05522330836388308, 0.006135923151542766, -0.07599377366876103, 0.06287142956051639]",[-0.11103961320791801]
"[0.0521553467881118, 0.003067961575771161, -0.21419309772357265, -0.10310093514016216]",[-0.48730891916489055]
"[0.0521553467881118, 0.003067961575771161, -0.1713544781788583, -0.08248074811211836]",[-0.5379919470506176]
"[0.04908738521234052, 0.0, -0.29048166133165054, -0.2193826772782188]",[-0.713041467213073]
"[0.04908738521234052, 0.0, -0.23238532906532017, -0.1755061418225523]",[-0.7528590980674794]
"[0.04908738521234052, 0.0, -0.1859082632522564, -0.14040491345804185]",[-0.6298354687911817]
"[0.04601942363656923, 0.0, -0.3021246893903693, -0.11232393076645053]",[-0.19248905039318326]
"[0.04601942363656923, 0.0, -0.24169975151229517, -0.08985914461317179]",[0.3436316988363456]
"[0.04601942363656923, 0.0, -0.19335980120983587, -0.07188731569053175]",[0.4793506363720161]
"[0.04601942363656923, 0.0, -0.1546878409678687, -0.05750985255244245]",[0.12835735928612307]
"[0.04601942363656923, 0.0, -0.1237502727742954, -0.04600788204194828]",[-0.21497383784276947]
"[0.04601942363656923, 0.0, -0.09900021821943605, -0.036806305633547254]",[-0.2574734986810239]
"[0.04295146206079795, 0.0, -0.2325982533641131, -0.029445044506843487]",[-0.03430770100274219]
"[0.04295146206079795, 0.0, -0.1860786026912904, -0.023556035605480474]",[0.31524628339590527]
"[0.04295146206079795, 0.0, -0.14886288215303223, -0.018844828484390064]",[0.4242914317805648]
"[0.04295146206079795, 0.0, -0.11909030572242596, -0.015075862787540473]",[0.12453463071151945]
"[0.04295146206079795, 0.0, -0.09527224457794059, -0.012060690230043747]",[-0.18847333059001173]
"[0.04295146206079795, 0.0, -0.07621779566235265, -0.009648552184017944]",[-0.2365817334858225]
"[0.04295146206079795, 0.0, -0.06097423652988221, -0.007718841747248462]",[-0.14920462852710634]
"[0.04295146206079795, 0.0, -0.04877938922390568, -0.006175073397798769]",[-0.09609700455131101]
"[0.04295146206079795, 0.0, -0.03902351137912463, -0.004940058718233331]",[-0.10500403317495241]
"[0.04295146206079795, 0.0, -0.031218809103299883, -0.003952046974603718]",[-0.12762654948996027]
"[0.04295146206079795, 0.0, -0.024975047282639995, -0.003161637579694343]",[-0.13393850089783016]
"[0.039883500485026674, 0.0, -0.17337811661467573, -0.00252931006374979]",[-0.005895948375739742]
"[0.039883500485026674, 0.0, -0.13870249329174067, -0.0020234480510055164]",[0.29154054935695817]
"[0.039883500485026674, 0.0, -0.11096199463339262, -0.0016187584407987288]",[0.41266039325908327]
"[0.039883500485026674, 0.0, -0.08876959570671383, -0.0012950067526276143]",[0.13650090082493502]
"[0.039883500485026674, 0.003067961575771161, -0.07101567656537133, 0.15236207338645613]",[0.16373212616417593]
"[0.039883500485026674, 0.003067961575771161, -0.056812541252297066, 0.12188965870913648]",[0.7006000266070765]
"[0.039883500485026674, 0.003067961575771161, -0.045450033001837475, 0.09751172696729782]",[1.0278925829984744]
"[0.039883500485026674, 0.003067961575771161, -0.03636002640147007, 0.07800938157384962]",[0.5273330575524608]
"[0.039883500485026674, 0.003067961575771161, -0.0290880211211757, 0.062407505259074014]",[-0.09875668395957685]
"[0.039883500485026674, 0.003067961575771161, -0.023270416896941093, 0.049926004207264896]",[-0.23060586354532006]
"[0.039883500485026674, 0.0, -0.01861633351755243, -0.11345727542271788]",[-0.4054630113384588]
"[0.039883500485026674, 0.0, -0.014893066814042122, -0.09076582033819136]",[-0.8838822128696514]
"[0.03681553890925539, 0.0, -0.1653125322397977, -0.07261265627053604]",[-1.0154932468127844]
"[0.03681553890925539, 0.0, -0.1322500257918382, -0.05809012501640609]",[-0.21280581902372853]
"[0.03681553890925539, 0.0, -0.1058000206334706, -0.04647210001311919]",[0.5122284393946321]
"[0.03681553890925539, 0.0, -0.08464001650677644, -0.037177680010501035]",[0.3569467425346109]
"[0.03681553890925539, 0.0, -0.06771201320542142, -0.029742144008366722]",[-0.10697040191296986]
"[0.03681553890925539, 0.003067961575771161, -0.054169610564337, 0.1296043635818478]",[0.06619594038310714]
"[0.03681553890925539, 0.003067961575771161, -0.04333568845146951, 0.10368349086547823]",[0.7509366073304722]
"[0.03681553890925539, 0.003067961575771161, -0.034668550761175476, 0.08294679269235417]",[1.0914635378435233]
"[0.03681553890925539, 0.003067961575771161, -0.027734840608940603, 0.06635743415390039]",[0.5443883554872813]
"[0.03681553890925539, 0.003067961575771161, -0.022187872487152482, 0.05308594732309757]",[-0.10580936772674758]
"[0.03681553890925539, 0.003067961575771161, -0.01775029798972194, 0.042468757858500794]",[-0.23120989098639905]
"[0.03681553890925539, 0.003067961575771161, -0.014200238391777642, 0.03397500628679495]",[-0.060149997024594795]
"[0.03681553890925539, 0.003067961575771161, -0.01136019071342198, 0.02718000502943596]",[0.05488068755880489]
"[0.03681553890925539, 0.0, -0.009088152570737584, -0.13165407476500945]",[-0.2925743749195715]
"[0.03681553890925539, 0.0, -0.0072705220565900675, -0.10532325981202462]",[-0.9298774950452697]
"[0.0337475773334841, 0.0, -0.15921449643383645, -0.0842586078496197]",[-1.0665045463979137]
"[0.0337475773334841, 0.0, -0.12737159714706903, -0.06740688627968439]",[-0.20941417364358594]
"[0.0337475773334841, 0.0, -0.10189727771765522, -0.053925509023770246]",[0.540194634917004]
"[0.0337475773334841, 0.0, -0.08151782217412418, -0.043140407218999144]",[0.37586951876268904]
"[0.03681553890925539, 0.003067961575771161, 0.08818382104926492, 0.11888575301335891]",[0.11142891580375525]
"[0.03681553890925539, 0.003067961575771161, 0.07054705683941176, 0.09510860241070418]",[0.2460074840588483]
"[0.03681553890925539, 0.003067961575771161, 0.05643764547152941, 0.07608688192854629]",[0.46661222157683957]
"[0.03681553890925539, 0.003067961575771161, 0.04515011637722366, 0.060869505542825664]",[0.28555662982277086]
"[0.03681553890925539, 0.003067961575771161, 0.03612009310177888, 0.04869560443424348]",[-0.020089450592379363]
"[0.03681553890925539, 0.003067961575771161, 0.028896074481423062, 0.038956483547423204]",[-0.10773441368224805]
"[0.03681553890925539, 0.003067961575771161, 0.023116859585138316, 0.031165186837938563]",[-0.03960200943818357]
"[0.03681553890925539, 0.003067961575771161, 0.018493487668110653, 0.024932149470345166]",[0.019487255986220177]
"[0.03681553890925539, 0.003067961575771161, 0.014794790134488478, 0.01994571957629887]",[0.019924439649604633]
"[0.03681553890925539, 0.003067961575771161, 0.011835832107590871, 0.015956575661022043]",[-0.0009106210212140719]
"[0.03681553890925539, 0.003067961575771161, 0.00946866568607252, 0.012765260528823319]",[-0.009795298434595928]
"[0.03681553890925539, 0.003067961575771161, 0.007574932548858104, 0.010212208423070024]",[-0.006111323305730667]
"[0.03681553890925539, 0.006135923151542766, 0.006059946039086439, 0.16156784552705972]",[0.33323458643659754]
"[0.03681553890925539, 0.006135923151542766, 0.004847956831268929, 0.12925427642164777]",[0.9249144855441831]
"[0.03681553890925539, 0.006135923151542766, 0.00387836546501541, 0.10340342113732959]",[1.1679552310975123]
"[0.03681553890925539, 0.006135923151542766, 0.003102692372012328, 0.08272273690985799]",[0.6132143491982475]
"[0.03681553890925539, 0.006135923151542766, 0.0024821538976096402, 0.06617818952787502]",[-0.005528980256059232]
"[0.03681553890925539, 0.006135923151542766, 0.0019857231180877566, 0.05294255162229433]",[-0.11502766277735708]
"[0.0337475773334841, 0.003067961575771161, -0.15180950029409424, -0.11104403749072844]",[-0.1604864566416198]
"[0.0337475773334841, 0.003067961575771161, -0.12144760023527534, -0.08883522999261118]",[-0.351088818625933]
"[0.0337475773334841, 0.003067961575771161, -0.09715808018822036, -0.07106818399407189]",[-0.48873673141222995]
"[0.0337475773334841, 0.003067961575771161, -0.07772646415057638, -0.05685454719525751]",[-0.2536114676319008]
"[0.030679615757712823, 0.003067961575771161, -0.215579250109025, -0.04548363775620601]",[0.1677473429745906]
"[0.030679615757712823, 0.003067961575771161, -0.17246340008722005, -0.03638691020498186]",[0.5261871690723798]
"[0.030679615757712823, 0.0, -0.13797072006977618, -0.18250760695252666]",[0.2377509709475201]
"[0.030679615757712823, 0.0, -0.11037657605582085, -0.1460060855619929]",[-0.6818881090664881]
"[0.030679615757712823, 0.0, -0.08830126084465673, -0.11680486844960569]",[-1.228987952210519]
"[0.030679615757712823, 0.0, -0.07064100867572543, -0.09344389475967319]",[-0.7085672922968825]
"[0.030679615757712823, 0.0, -0.05651280694058025, -0.07475511580776129]",[0.0001500080397714848]
"[0.030679615757712823, 0.0, -0.04521024555246411, -0.05980409264617492]",[0.15894345094923146]
"[0.030679615757712823, 0.003067961575771161, -0.036168196441971334, 0.10555480467158418]",[0.31562081225093364]
"[0.030679615757712823, 0.003067961575771161, -0.028934557153577067, 0.08444384373726166]",[0.7768328662004109]
"[0.030679615757712823, 0.003067961575771161, -0.023147645722861654, 0.06755507498979796]",[1.030341746669266]
"[0.030679615757712823, 0.003067961575771161, -0.01851811657828928, 0.05404405999186679]",[0.5263894093493914]
"[0.0337475773334841, 0.003067961575771161, 0.13858358552593253, 0.04323524799349343]",[-0.19744264021422486]
"[0.0337475773334841, 0.003067961575771161, 0.11086686842074589, 0.03458819839477201]",[-0.6105718472535916]
"[0.0337475773334841, 0.003067961575771161, 0.08869349473659693, 0.02767055871581192]",[-0.5759043871306254]
"[0.0337475773334841, 0.003067961575771161, 0.07095479578927755, 0.02213644697263817]",[-0.19456176536381803]
"[0.0337475773334841, 0.003067961575771161, 0.05676383663142204, 0.017709157578110535]",[0.10134561154810628]
"[0.0337475773334841, 0.003067961575771161, 0.04541106930513772, 0.014167326062505481]",[0.11326164431735455]
"[0.0337475773334841, 0.006135923151542766, 0.03632885544411013, 0.16473193963861377]",[0.35144358237428597]
"[0.0337475773334841, 0.006135923151542766, 0.029063084355287927, 0.1317855517108626]",[0.8984143124411098]
"[0.0337475773334841, 0.006135923151542766, 0.02325046748423043, 0.10542844136870144]",[1.1587802089403894]
"[0.0337475773334841, 0.006135923151542766, 0.018600373987384344, 0.0843427530949441]",[0.6272026026861518]
"[0.0337475773334841, 0.006135923151542766, 0.014880299189907298, 0.0674742024759496]",[0.01200552767297873]
"[0.0337475773334841, 0.006135923151542766, 0.01190423935192575, 0.05397936198076536]",[-0.10424072462586033]
"[0.030679615757712823, 0.006135923151542766, -0.14387468730702335, 0.043183489584606605]",[0.18085865948133395]
"[0.030679615757712823, 0.003067961575771161, -0.11509974984561855, -0.11885128712088999]",[0.24731839487637794]
"[0.030679615757712823, 0.003067961575771161, -0.09207979987649506, -0.09508102969672905]",[-0.23517416739758001]
"[0.030679615757712823, 0.003067961575771161, -0.07366383990119596, -0.07606482375737755]",[-0.7979217716708877]
"[0.02761165418194154, 0.003067961575771161, -0.21232915070952085, -0.06085185900590773]",[-0.4419523696483284]
"[0.02761165418194154, 0.003067961575771161, -0.16986332056761677, -0.048681487204731866]",[0.42518359746690826]
"[0.02761165418194154, 0.003067961575771161, -0.1358906564540936, -0.03894518976377981]",[0.7476946793475111]
"[0.02761165418194154, 0.003067961575771161, -0.10871252516327479, -0.031156151811018162]",[0.3603261647337483]
"[0.02761165418194154, 0.0, -0.08697002013061983, -0.1783230002373557]",[-0.39879844335229686]
"[0.02761165418194154, 0.0, -0.06957601610449604, -0.1426584001898732]",[-1.0533021491947325]
"[0.02761165418194154, 0.0, -0.05566081288359692, -0.11412672015188718]",[-1.177150502898513]
"[0.02761165418194154, 0.0, -0.04452865030687736, -0.09130137612152112]",[-0.5507410547999214]
"[0.02761165418194154, 0.0, -0.035622920245502065, -0.07304110089719984]",[0.05556166152982597]
"[0.02761165418194154, 0.0, -0.02849833619640152, -0.05843288071773145]",[0.13436044725314697]
"[0.02761165418194154, 0.003067961575771161, -0.022798668957121127, 0.10665177421435601]",[0.2940256716639966]
"[0.02761165418194154, 0.003067961575771161, -0.018238935165696857, 0.08532141937146775]",[0.7849374935920719]
"[0.02761165418194154, 0.003067961575771161, -0.014591148132557352, 0.06825713549716284]",[1.0498265636191304]
"[0.030679615757712823, 0.003067961575771161, 0.14172516028251825, 0.05460570839773027]",[0.4174389404740843]
"[0.030679615757712823, 0.003067961575771161, 0.11338012822601451, 0.043684566718184215]",[-0.4831499725293297]
"[0.030679615757712823, 0.003067961575771161, 0.09070410258081152, 0.03494765337455874]",[-0.7251504371030433]
"[0.030679615757712823, 0.003067961575771161, 0.07256328206464935, 0.02795812269965836]",[-0.2927594941516134]
"[0.030679615757712823, 0.003067961575771161, 0.05805062565171948, 0.02236649815975511]",[0.12186735554937961]
"[0.030679615757712823, 0.003067961575771161, 0.046440500521375494, 0.017893198527787035]",[0.16520591877674246]
"[0.030679615757712823, 0.006135923151542766, 0.03715240041710022, 0.16771263761083333]",[0.37432575816661817]
"[0.030679615757712823, 0.006135923151542766, 0.029721920333680263, 0.1341701100886894]",[0.8979506289984054]
"[0.030679615757712823, 0.006135923151542766, 0.023777536266944344, 0.10733608807095152]",[1.1588673679146728]
"[0.030679615757712823, 0.006135923151542766, 0.01902202901355543, 0.08586887045677827]",[0.6358185954505627]
"[0.030679615757712823, 0.006135923151542766, 0.0152176232108443, 0.06869509636538851]",[0.023998063374574136]
"[0.030679615757712823, 0.006135923151542766, 0.012174098568675351, 0.05495607709232786]",[-0.09386545223445637]
"[0.030679615757712823, 0.006135923151542766, 0.009739278854940192, 0.0439648616738566]",[0.06671072627169958]
"[0.030679615757712823, 0.003067961575771161, 0.007791423083952198, -0.11822618944950136]",[-0.15997358144268078]
"[0.02761165418194154, 0.003067961575771161, -0.14716494032140215, -0.09458095155960677]",[-0.6403933933148935]
"[0.02761165418194154, 0.003067961575771161, -0.11773195225712185, -0.07566476124767973]",[-0.6353456863145726]
"[0.02761165418194154, 0.003067961575771161, -0.09418556180569726, -0.06053180899814947]",[0.025805856766569546]
"[0.02761165418194154, 0.003067961575771161, -0.07534844944455776, -0.04842544719849684]",[0.3797685173513271]
"[0.02761165418194154, 0.003067961575771161, -0.06027875955564621, -0.03874035775879747]",[0.19184784301764907]
"[0.02761165418194154, 0.003067961575771161, -0.048223007644517146, -0.0309922862070664]",[-0.02870344683324174]
