Comsavings
0.476691174
0.462698392
0.539579984
0.582320695
0.647619633
0.461217677
0.458932141
0.535144734
0.46212182
0.457109843
0.645182709
0.558559998
0.573661584
0.517570151
0.554178155
0.569339187
0.604130445
0.565422261
0.531540388
0.525348833
0.544134261
0.553257267
0.534456843
0.592234086
0.606072772
0.57358788
0.687732605
0.631963662
0.526415257
0.585121325
0.627950717
0.630641194
0.610139149
0.657477482
0.658235139
0.594860464
0.546517509
0.566236956
0.570498522
0.548864826
0.589270167
0.569176315
0.592417173
0.641371855
0.639579602
0.629201904
0.591952317
0.609346783
0.556472198
0.565092377



