states,actions
"[0.02454369260617026, 0.003067961575771161, -0.11630972033806564, -0.02015385012359161]",[0.27269316898286694]
"[0.02454369260617026, 0.003067961575771161, -0.09304777627045246, -0.01612308009885055]",[0.00204394798515083]
"[0.02454369260617026, 0.003067961575771161, -0.07443822101636188, -0.012898464079114547]",[-0.06031157041163758]
"[0.02454369260617026, 0.003067961575771161, -0.059550576813089506, -0.010318771263285953]",[0.006040227896659426]
"[0.02454369260617026, 0.003067961575771161, -0.04764046145047174, -0.00825501701061171]",[0.05540512164723038]
"[0.02454369260617026, 0.003067961575771161, -0.0381123691603773, -0.006604013608495052]",[0.05240376627336025]
"[0.02454369260617026, 0.003067961575771161, -0.030489895328301708, -0.005283210886801726]",[0.03358521235931137]
"[0.02454369260617026, 0.006135923151542766, -0.024391916262641367, 0.14917151007915663]",[0.36141230482368036]
"[0.02454369260617026, 0.006135923151542766, -0.01951353301011327, 0.11933720806331394]",[0.9562655658858668]
"[0.02454369260617026, 0.006135923151542766, -0.015610826408090528, 0.0954697664506341]",[1.2047297623041415]
"[0.02454369260617026, 0.006135923151542766, -0.012488661126472289, 0.07637581316049591]",[0.6511325554747605]
"[0.02454369260617026, 0.006135923151542766, -0.00999092890117792, 0.06110065052837399]",[0.03094051179239561]
"[0.021475731030398976, 0.006135923151542766, -0.1613908219095066, 0.048880520422727614]",[0.04307413404510621]
"[0.021475731030398976, 0.006135923151542766, -0.12911265752760537, 0.039104416338147985]",[0.5026375646860347]
"[0.021475731030398976, 0.006135923151542766, -0.10329012602208443, 0.03128353307050702]",[0.7316727773080175]
"[0.021475731030398976, 0.006135923151542766, -0.08263210081766736, 0.025026826456382878]",[0.4428980159450405]
"[0.018407769454627694, 0.006135923151542766, -0.21950375944269807, 0.02002146116512904]",[0.21445792912333794]
"[0.018407769454627694, 0.003067961575771161, -0.17560300755415836, -0.1373809098564891]",[0.10478010621465353]
"[0.018407769454627694, 0.003067961575771161, -0.1404824060433265, -0.10990472788517991]",[-0.2724947731003199]
"[0.018407769454627694, 0.003067961575771161, -0.11238592483466125, -0.08792378230813824]",[-0.7291247790059452]
"[0.015339807878856412, 0.003067961575771161, -0.2433068186562931, -0.07033902584652196]",[-0.366195512550585]
"[0.015339807878856412, 0.003067961575771161, -0.1946454549250346, -0.05627122067721757]",[0.4661224065135587]
"[0.015339807878856412, 0.003067961575771161, -0.15571636394002775, -0.045016976541774056]",[0.7715736469172789]
"[0.015339807878856412, 0.003067961575771161, -0.1245730911520222, -0.036013581233419245]",[0.3894351233188146]
"[0.01227184630308513, 0.003067961575771161, -0.2530565517101818, -0.028810864986724027]",[0.09585544614392738]
"[0.01227184630308513, 0.003067961575771161, -0.20244524136814535, -0.023048691989373538]",[0.32690293330848547]
"[0.01227184630308513, 0.003067961575771161, -0.16195619309451625, -0.01843895359149883]",[0.5663771484201546]
"[0.01227184630308513, 0.0, -0.129564954475613, -0.16814924166178002]",[0.02815756931493224]
"[0.01227184630308513, 0.0, -0.10365196358049045, -0.13451939332941265]",[-0.8820353744052362]
"[0.009203884727313847, 0.0, -0.2363196496529565, -0.1076155146635358]",[-1.0887176614130938]
"[0.009203884727313847, 0.0, -0.18905571972236523, -0.08609241173081728]",[-0.16770413144927782]
"[0.009203884727313847, 0.0, -0.1512445757778922, -0.06887392938466519]",[0.6329891620833421]
"[0.009203884727313847, 0.0, -0.1209956606223137, -0.05509914350773215]",[0.4672462048522595]
"[0.009203884727313847, 0.0, -0.09679652849785092, -0.04407931480619709]",[-0.027960171592301027]
"[0.009203884727313847, 0.003067961575771161, -0.0774372227982808, 0.11813462694362897]",[0.13581657673510836]
"[0.009203884727313847, 0.003067961575771161, -0.061949778238624575, 0.09450770155490318]",[0.8277456423029382]
"[0.009203884727313847, 0.003067961575771161, -0.04955982259089975, 0.07560616124391117]",[1.1746209196432391]
"[0.009203884727313847, 0.003067961575771161, -0.039647858072719755, 0.06048492899515168]",[0.6276496787100647]
"[0.009203884727313847, 0.003067961575771161, -0.031718286458175815, 0.04838794319610429]",[-0.024761008797553122]
"[0.009203884727313847, 0.003067961575771161, -0.025374629166540708, 0.03871035455691185]",[-0.15112539149081983]
"[0.009203884727313847, 0.003067961575771161, -0.020299703333232555, 0.030968283645506745]",[0.02031737503880888]
"[0.006135923151542565, 0.003067961575771161, -0.16963784145515015, 0.0247746269164395]",[0.2584966522076129]
"[0.006135923151542565, 0.0, -0.13571027316412015, -0.133578377255418]",[0.20404862794204412]
"[0.006135923151542565, 0.0, -0.10856821853129611, -0.10686270180434576]",[-0.3122504028126679]
"[0.006135923151542565, 0.0, -0.08685457482503695, -0.08549016144348798]",[-0.8461566159392642]
"[0.006135923151542565, 0.0, -0.06948365986002952, -0.06839212915480175]",[-0.5887320596990464]
"[0.0030679615757712823, 0.0, -0.2089850066765878, -0.0547137033238414]",[0.10796088297612436]
"[0.0030679615757712823, 0.0, -0.16718800534127018, -0.043770962659067436]",[0.5936209279656908]
"[-0.35588354278946877, -0.32520392703175593, 3.2671088286497074, 11.003682974967347]",[16.26296353721121]
"[-0.34054373491061235, -0.28532042654672907, 3.380677456862589, 10.797121404225209]",[17.259291382478334]
"[-0.33440781175906975, -0.24236896448593148, 3.0113381230671976, 10.785270226420039]",[18.747868375465575]
"[-0.33440781175906975, -0.20862138715244738, 2.409070498453758, 10.315595047810262]",[20.724973438039182]
"[-0.3374757733348411, -0.1810097329705056, 1.7738583199744404, 9.633058747345302]",[21.877062550019065]
"[-0.3436116964863836, -0.16260196351587775, 1.1122904984024267, 8.626835470607631]",[19.875295749978232]
"[-0.3528155812136975, -0.1472621556370215, 0.42963816235624464, 7.668458770428941]",[15.527771966369361]
"[-0.36815538909255385, -0.14112623248547917, -0.4232798640578217, 6.4415631739202865]",[11.208122275086007]
"[-0.38963112012295287, -0.14112623248547917, -1.4124104427662054, 5.1532505391362236]",[8.013392094427179]
"[-0.4172427743048944, -0.15033011721279266, -2.5105110633100445, 3.662406194943287]",[4.899487402483694]
"[-0.45099035163837853, -0.16260196351587775, -3.6957877173222435, 2.316332640800397]",[1.4931637758639043]
"[-0.48473792897186263, -0.17794177139473444, -4.644009040531998, 1.0860757186974581]",[-1.5324904880116783]
"[-0.521553467881118, -0.19941750242513345, -5.555984177888366, -0.20492597656195244]",[-4.022464482850701]
"[-0.5583690067903734, -0.21782527187976086, -6.285564287773457, -1.0843292539809681]",[-6.194022827285624]
"[-0.5921165841238575, -0.23623304133438872, -6.715830296892971, -1.7878518759161466]",[-7.729568901768134]
"[-0.6258641614573416, -0.25464081078901657, -7.06004310418858, -2.3506699734643064]",[-8.249197291566311]
"[-0.6565437772150544, -0.273048580243644, -7.182015271236505, -2.8009244515027945]",[-8.67875835989553]
"[-0.6810874698212247, -0.28532042654672907, -6.972796847297715, -2.854331876356497]",[-9.24865658225473]
"[-0.7025632008516236, -0.2975922728498146, -6.652024029358117, -2.897057816239453]",[-9.541706210345618]
"[-0.7209709703062513, -0.3067961575771281, -6.2420076962178825, -2.77784048935726]",[-9.311725568274925]
"[-0.7393787397608791, -0.316000042304442, -5.9139946297056945, -2.682466627851511]",[-9.092410940795258]
"[-0.7547185476397354, -0.31906800388021317, -5.498186097707368, -2.2993713810697614]",[-8.500491562092462]
"[-0.7700583555185919, -0.3221359654559848, -5.165539272108724, -1.992895183644407]",[-7.209068194990807]
"[-0.7792622402459057, -0.3221359654559848, -4.592625654052661, -1.5943161469155314]",[-5.612873697397699]
"[-0.7884661249732196, -0.31906800388021317, -4.134294759607826, -1.1220548387438498]",[-4.527918297657621]
"[-0.7946020481247621, -0.316000042304442, -3.614231965263386, -0.7442457922065273]",[-3.860175165795117]
"[-0.8007379712763046, -0.3098641191528997, -3.1981817297878408, -0.28860047618812246]",[-3.05245862628129]
"[-0.8007379712763046, -0.3037281960013569, -2.558545383830271, 0.07591577662662985]",[-2.3345569069300027]
"[-0.803805932852076, -0.2975922728498146, -2.200234385852781, 0.3675287788784374]",[-2.0297251728498447]
"[-0.8068738944278473, -0.29145634969827183, -1.9135855874707914, 0.6008191806799061]",[-2.0539277435776553]
"[-0.8068738944278473, -0.28532042654672907, -1.5308684699766317, 0.78745150212103]",[-1.9914133571157526]
"[-0.8068738944278473, -0.2822524649709579, -1.2246947759813125, 0.7833592804853993]",[-2.320601830568086]
"[-0.8068738944278473, -0.2761165418194156, -0.9797558207850514, 0.9334835819654188]",[-3.1116524791063926]
"[-0.8068738944278473, -0.2699806186678728, -0.7838046566280426, 1.0535830231494856]",[-3.4179569380360686]
"[-0.8068738944278473, -0.2638446955163305, -0.6270437253024355, 1.1496625760966879]",[-2.6490306665902974]
"[-0.803805932852076, -0.2607767339405589, -0.34823690145338304, 1.0731281396659256]",[-2.1824416325281044]
"[-0.803805932852076, -0.25464081078901657, -0.27858952116270785, 1.1652986693098626]",[-2.7086209949983866]
"[-0.8007379712763046, -0.2485048876374738, -0.06947353814160806, 1.2390350930250236]",[-3.1706844459392216]
"[-0.7976700097005334, -0.24236896448593148, 0.09781924827528599, 1.2980242319971182]",[-2.675541482965616]
"[-0.7915340865489908, -0.23623304133438872, 0.38505155619735376, 1.3452155431748452]",[-2.1866479942528283]
"[-0.7884661249732196, -0.2270291566070748, 0.4614393237464469, 1.5363666709056076]",[-1.9814914427178083]
"[-0.782330201821677, -0.22089323345553247, 0.675947616574291, 1.535889494301614]",[-1.6110278766815984]
"[-0.7761942786701345, -0.2147573103039897, 0.8475542508365592, 1.535507753018436]",[-1.369762546983269]
"[-0.7700583555185919, -0.20862138715244738, 0.984839558246378, 1.535202359991871]",[-1.9157288018620457]
"[-0.7639224323670493, -0.2024854640009046, 1.094667804174236, 1.5349580455706473]",[-2.502897233180841]
"[-0.7577865092155067, -0.1963495408493623, 1.1825304009165123, 1.5347625940336513]",[-2.4460944511845657]
"[-0.7485826244881929, -0.19021361769781953, 1.406218557098903, 1.5346062328040375]",[-2.1671514297164194]
"[-0.7424467013366504, -0.18407769454627676, 1.4317710032562445, 1.5344811438203578]",[-2.1334091559519166]
"[-0.7332428166093364, -0.17487380981896328, 1.605611038970686, 1.687779151421978]",[-1.8683025519778695]
"[-0.7240389318820226, -0.1687378866674205, 1.7446830675422476, 1.6570194787147159]",[-1.281028459625384]
"[-0.7148350471547088, -0.16260196351587775, 1.8559406903994855, 1.6324117405489176]",[-1.0905596748055313]
"[-0.705631162427395, -0.15646604036433542, 1.9449467886852787, 1.6127255500162505]",[-1.6468354319393024]
"[-0.6964272777000811, -0.15033011721279266, 2.0161516673139133, 1.5969765975901282]",[-2.0997443895144716]
"[-0.6872233929727672, -0.14112623248547917, 2.073115570216828, 1.7377755144377716]",[-1.6363899066654648]
"[-0.6780195082454534, -0.1349903093339364, 2.11868669253915, 1.6970165691273564]",[-0.6665646266199063]
"[-0.6657476619423682, -0.12885438618239364, 2.3085416691855727, 1.6644094128790243]",[-0.2611045700201613]
"[-0.6565437772150544, -0.12271846303085132, 2.3070275717141513, 1.6383236878803586]",[-0.9519481344707446]
"[-0.6442719309119693, -0.11658253987930856, 2.4592143725255795, 1.617455107881426]",[-1.6781141460799764]
"[-0.6350680461846554, -0.11044661672776623, 2.4275657343861567, 1.600760243882263]",[-1.6325852995301693]
"[-0.6227961998815703, -0.10431069357622347, 2.555644902663179, 1.5874043526829666]",[-1.2068889650658576]
"[-0.6105243535784852, -0.09817477042468115, 2.6581082372848, 1.57671963972345]",[-0.9934038830902221]
"[-0.6013204688511713, -0.09203884727313838, 2.5866808261935326, 1.5681718693558935]",[-1.0146321007638335]
"[-0.5890486225480862, -0.08590292412159606, 2.682936976109083, 1.5613336530618085]",[-0.8467781260573597]
"[-0.5767767762450011, -0.07976700097005329, 2.7599418960415214, 1.555863080026569]",[-0.5874117980588114]
"[-0.5645049299419159, -0.07056311624273937, 2.821545831987475, 1.7048847003869696]",[-0.2651599103751163]
"[-0.5522330836388308, -0.06442719309119704, 2.8708289807442355, 1.6707039178866978]",[0.24281006350027123]
"[-0.5399612373357456, -0.06135923151542544, 2.910255499749649, 1.4899612130979278]",[0.26220173491173426]
"[-0.5307573526084318, -0.05522330836388312, 2.788398636165411, 1.4987651280554815]",[-0.5247848157893866]
"[-0.5184855063053467, -0.04908738521234035, 2.8443112240865815, 1.5058082600215243]",[-0.8725447959097594]
"[-0.5062136600022615, -0.04295146206079803, 2.8890412944235244, 1.5114427655943246]",[-0.13417654520037292]
"[-0.49394181369917645, -0.03988350048502687, 2.924825350693073, 1.3625522912639951]",[0.19897702115875493]
"[-0.4816699673960913, -0.0337475773334841, 2.9534525957087183, 1.396837990588324]",[-0.31352401001532026]
"[-0.4724660826687775, -0.03067961575771294, 2.8229563129326642, 1.270868471259206]",[-0.8270225205101069]
"[-0.46019423636569234, -0.024543692606170175, 2.871957365500389, 1.3234909345844983]",[-0.46193854579940785]
"[-0.4479223900626072, -0.021475731030399015, 2.9111582075545677, 1.2121908264561796]",[-0.07170625763141825]
"[-0.4387185053352934, -0.018407769454627854, 2.7891208024093466, 1.123150739953502]",[-0.26473445264164663]
"[-0.42644665903220824, -0.012271846303085088, 2.844888957081732, 1.205316749539918]",[-0.4869626278162329]
"[-0.4172427743048944, -0.009203884727313927, 2.736105402031079, 1.1176514784205267]",[-0.16220167544715114]
"[-0.4049709280018093, -0.003067961575771161, 2.8024766367791187, 1.2009173403135662]",[0.5361982833094356]
"[-0.39269908169872414, 0.0, 2.8555736245775485, 1.1141319510393828]",[0.6679473596248688]
"[-0.38349519697141027, 0.003067961575771161, 2.7446531360277326, 1.044703639620053]",[0.23231550578184912]
"[-0.3712233506683252, 0.006135923151542766, 2.8093148239764396, 0.9891609904846064]",[-0.3368085773725542]
"[-0.3620194659410113, 0.009203884727313927, 2.7076460955468455, 0.9447268711762433]",[-0.5223645340849017]
"[-0.34974761963792617, 0.015339807878856249, 2.7797091915917314, 1.0625776545181225]",[-0.0303053322810114]
"[-0.34054373491061235, 0.018407769454627854, 2.6839615896390754, 1.0034602024030619]",[0.7652720705135914]
"[-0.3313398501832985, 0.021475731030399015, 2.6073635080769577, 0.9561662407110418]",[1.2225906048089068]
"[-0.3190680038802134, 0.024543692606170175, 2.6994831216158204, 0.9183310713574144]",[0.8810925468857018]
"[-0.3098641191528995, 0.027611654181941336, 2.6197807336583505, 0.8880629358744727]",[0.25983999388221446]
"[-0.30066023442558565, 0.027611654181941336, 2.5560188232923746, 0.7104503486995668]",[-0.20564703216311275]
"[-0.29145634969827183, 0.03067961575771294, 2.5050092949995886, 0.7217583577482287]",[-0.33978123321709486]
"[-0.28225246497095796, 0.0337475773334841, 2.464201672365366, 0.7308047649871412]",[-0.12483523474940594]
"[-0.27304858024364415, 0.0337475773334841, 2.4315555742579846, 0.5846438119897073]",[0.22131528538051715]
"[-0.2638446955163303, 0.03681553890925526, 2.4054386957720784, 0.6211131283803297]",[0.21616202246235705]
"[-0.25464081078901646, 0.03988350048502687, 2.3845451929833548, 0.6502885814928447]",[0.09663722759549298]
"[-0.2454369260617026, 0.04295146206079803, 2.3678303907523794, 0.673628943982834]",[0.5756529975764928]
"[-0.23930100291016002, 0.04295146206079803, 2.2010604701790317, 0.5389031551862615]",[0.9813821231341788]
"[-0.23009711818284617, 0.04601942363656919, 2.221042612508917, 0.5845206029375447]",[0.8928748225287888]
"[-0.22089323345553233, 0.04908738521234035, 2.237028326372826, 0.6210145611386224]",[0.7187610930418504]
"[-0.21168934872821848, 0.04908738521234035, 2.249816897463953, 0.49681164891089225]",[0.6423044436656937]
"[-0.2055534255766759, 0.052155346788111956, 2.10664967554829, 0.5508473979172663]",[0.5688585624762386]
"[-0.19634954084936207, 0.052155346788111956, 2.145513976804324, 0.44067791833381875]",[0.4537512928988623]
"[-0.1902136176978195, 0.052155346788111956, 2.023207339020587, 0.35254233466707774]",[0.334270858283348]
"[-0.18407769454627693, 0.05522330836388312, 1.9253620287935984, 0.43543194652221473]",[0.27549557768799454]
"[-0.17487380981896308, 0.05522330836388312, 2.000483859400571, 0.34834555721778315]",[0.5450289167128264]
"[-0.16873788666742054, 0.05522330836388312, 1.907183245097583, 0.27867644577420947]",[0.6404632014119]
"[-0.16260196351587797, 0.05829126993965428, 1.8325427536551953, 0.3763392354079258]",[0.4306736131915554]
"[-0.1564660403643354, 0.05829126993965428, 1.7728303605012856, 0.30107138832633495]",[0.6666869555286571]
"[-0.15033011721279282, 0.05829126993965428, 1.7250604459781576, 0.24085711066106796]",[1.0407035569626064]
"[-0.14419419406125028, 0.05829126993965428, 1.6868445143596533, 0.19268568852885437]",[0.6665041788728225]
"[-0.1380582709097077, 0.06135923151542544, 1.6562717690648503, 0.30754662961163604]",[0.3971908380663074]
"[-0.13192234775816514, 0.06135923151542544, 1.6318135728290093, 0.2460373036893202]",[0.8043067358311158]
"[-0.12885438618239387, 0.06135923151542544, 1.458848937051771, 0.1968298429514448]",[1.2847422799258432]
"[-0.1227184630308513, 0.06135923151542544, 1.4738753072185462, 0.15746387436115583]",[1.1185887968061154]
"[-0.11658253987930872, 0.06135923151542544, 1.4858964033519655, 0.12597109948893603]",[0.6032590420054113]
"[-0.11351457830353745, 0.05829126993965428, 1.3421152014701354, -0.052621199197432134]",[-0.051073014772224534]
"[-0.11044661672776616, 0.05829126993965428, 1.2270902399646735, -0.04209695935793434]",[-0.4016673117856716]
"[-0.1043106935762236, 0.05829126993965428, 1.2884683495488654, -0.033677567486364524]",[-0.18972873534105528]
"[-0.10124273200045232, 0.05522330836388312, 1.184172758427657, -0.18034013277761574]",[0.058023075186855455]
"[-0.09817477042468103, 0.05522330836388312, 1.1007362855306893, -0.14427210622210396]",[-0.08749316592098921]
"[-0.09510680884890975, 0.05522330836388312, 1.0339871072131155, -0.1154176849776718]",[-0.08773497646500039]
"[-0.09203884727313846, 0.05522330836388312, 0.9805877645590568, -0.09233414798214312]",[0.5586045947769649]
"[-0.0859029241215959, 0.05522330836388312, 1.0912663692243738, -0.07386731838570881]",[1.0232032089736685]
"[-0.08283496254582462, 0.05522330836388312, 1.0264111741680626, -0.05909385470857842]",[0.7895387479340095]
"[-0.07976700097005335, 0.052155346788111956, 0.9745270181230135, -0.20067316255543233]",[0.1495673389752156]
"[-0.07669903939428206, 0.052155346788111956, 0.9330196932869752, -0.1605385300443345]",[-0.27224110352766784]
"[-0.07363107781851078, 0.052155346788111956, 0.8998138334181442, -0.1284308240354619]",[-0.19679310603541977]
"[-0.07056311624273949, 0.052155346788111956, 0.8732491455230793, -0.10274465922836384]",[0.44613651774204366]
"[-0.0674951546669682, 0.052155346788111956, 0.8519973952070279, -0.08219572738269676]",[0.9839329272962407]
"[-0.06442719309119693, 0.04908738521234035, 0.8349959949541859, -0.219154660694727]",[0.6857121475974951]
"[-0.06135923151542565, 0.04908738521234035, 0.8213948747519133, -0.1753237285557816]",[-0.08200499708734632]
"[-0.05829126993965436, 0.04908738521234035, 0.810513978590095, -0.1402589828446139]",[-0.4206056747585083]
"[-0.05522330836388308, 0.04908738521234035, 0.8018092616606394, -0.11220718627572523]",[0.1484577010783945]
"[-0.05522330836388308, 0.04601942363656919, 0.6414474093285114, -0.24316382780912704]",[0.5867829224986877]
"[-0.0521553467881118, 0.04601942363656919, 0.6665560062513731, -0.19453106224730732]",[0.39792096642195696]
"[-0.04908738521234052, 0.04601942363656919, 0.6866428837896628, -0.15562484979784585]",[0.08834312097935926]
"[-0.04601942363656923, 0.04295146206079803, 0.7027123858202948, -0.27789795862682354]",[-0.09100170396682628]
"[-0.04601942363656923, 0.04295146206079803, 0.562169908656236, -0.22231836690147588]",[-0.2412076519729489]
"[-0.04295146206079795, 0.04295146206079803, 0.603134005713553, -0.17785469352116934]",[-0.099064576032865]
"[-0.039883500485026674, 0.04295146206079803, 0.6359052833594063, -0.14228375481692979]",[0.4975272186043602]
"[-0.039883500485026674, 0.03988350048502687, 0.5087242266875251, -0.2672250826421134]",[0.5559072898023695]
"[-0.03681553890925539, 0.03988350048502687, 0.5603774601385845, -0.21378006611368505]",[0.049517729928414744]
"[-0.03681553890925539, 0.03988350048502687, 0.4483019681108673, -0.17102405289094236]",[-0.15889857531921614]
"[-0.0337475773334841, 0.03988350048502687, 0.5120396532772582, -0.13681924231275389]",[0.3894716269852774]
"[-0.030679615757712823, 0.03681553890925526, 0.5630298014103705, -0.262853472638767]",[0.5431364247549078]
"[-0.030679615757712823, 0.03681553890925526, 0.4504238411282966, -0.21028277811103635]",[-0.12130509461002748]
"[-0.02761165418194154, 0.03681553890925526, 0.5137371516912013, -0.16822622248881203]",[-0.48181995171742875]
"[-0.02761165418194154, 0.03681553890925526, 0.41098972135296097, -0.13458097799104962]",[0.18290836267994448]
"[-0.02761165418194154, 0.0337475773334841, 0.32879177708236873, -0.261062861181415]",[0.6858205921225358]
"[-0.02454369260617026, 0.0337475773334841, 0.416431500454459, -0.20885028894514335]",[0.3827851340685351]
"[-0.02454369260617026, 0.0337475773334841, 0.3331452003635671, -0.16708023115612036]",[-0.11973730603173571]
"[-0.02454369260617026, 0.03067961575771294, 0.2665161602908537, -0.28706226371343746]",[-0.127543819023347]
"[-0.021475731030398976, 0.03067961575771294, 0.3666110070212474, -0.22964981097072723]",[-0.0004967337618272394]
"[-0.021475731030398976, 0.03067961575771294, 0.293288805616998, -0.1837198487765761]",[-0.10505654153808652]
"[-0.021475731030398976, 0.027611654181941336, 0.2346310444935984, -0.3003739578098532]",[-0.09329819625532476]
"[-0.018407769454627694, 0.027611654181941336, 0.34110291438344276, -0.24029916624789394]",[-0.09860050746043014]
"[-0.018407769454627694, 0.027611654181941336, 0.27288233150675434, -0.1922393329982981]",[-0.265405757713604]
"[-0.018407769454627694, 0.027611654181941336, 0.21830586520540352, -0.15379146639864416]",[0.101991588950481]
"[-0.018407769454627694, 0.024543692606170175, 0.17464469216432277, -0.27643125190746787]",[0.5066324005012985]
"[-0.015339807878856412, 0.024543692606170175, 0.2931138325200223, -0.2211450015259686]",[0.16901929067370325]
"[-0.015339807878856412, 0.024543692606170175, 0.23449106601601788, -0.1769160012207749]",[-0.44241335192009923]
"[-0.015339807878856412, 0.021475731030399015, 0.18759285281281435, -0.2949308797651895]",[-0.5040352509170791]
"[-0.015339807878856412, 0.021475731030399015, 0.15007428225025143, -0.2359447038121516]",[-0.24141667730150662]
"[-0.015339807878856412, 0.021475731030399015, 0.12005942580020124, -0.18875576304972697]",[-0.029015405267822425]
"[-0.015339807878856412, 0.018407769454627854, 0.09604754064016097, -0.3044026892283398]",[0.10928324420595925]
"[-0.015339807878856412, 0.018407769454627854, 0.07683803251212873, -0.24352215138267752]",[-0.05421538428983064]
"[-0.01227184630308513, 0.018407769454627854, 0.21486850479826702, -0.1948177211061477]",[-0.3620374585471996]
"[-0.01227184630308513, 0.015339807878856249, 0.17189480383861366, -0.3092522556734991]",[-0.5551835483443]
"[-0.01227184630308513, 0.015339807878856249, 0.13751584307089093, -0.24740180453881067]",[-0.7183607427006125]
"[-0.01227184630308513, 0.015339807878856249, 0.11001267445671281, -0.19792144363103148]",[-0.565011333147067]
"[-0.01227184630308513, 0.015339807878856249, 0.0880101395653703, -0.15833715490481381]",[0.15969704471358226]
"[-0.009203884727313847, 0.015339807878856249, 0.22380619044086036, -0.1266697239238681]",[0.6108381618195544]
"[-0.009203884727313847, 0.012271846303085088, 0.17904495235268836, -0.25473385792767544]",[0.017434319345369445]
"[-0.009203884727313847, 0.012271846303085088, 0.1432359618821506, -0.20378708634214604]",[-0.876228030967102]
"[-0.009203884727313847, 0.012271846303085088, 0.1145887695057205, -0.16302966907372252]",[-0.9329931897113277]
"[-0.006135923151542565, 0.012271846303085088, 0.24506909439314056, -0.13042373525897233]",[-0.166641306214021]
"[-0.006135923151542565, 0.012271846303085088, 0.19605527551451246, -0.10433898820718923]",[0.25654662806996015]
"[-0.006135923151542565, 0.012271846303085088, 0.15684422041160995, -0.0834711905657457]",[0.17060535297294566]
"[-0.006135923151542565, 0.012271846303085088, 0.1254753763292879, -0.06677695245261361]",[0.21347322361375623]
"[-0.0030679615757712823, 0.012271846303085088, 0.2537783798519945, -0.053421561962096575]",[0.2893071805421588]
"[-0.0030679615757712823, 0.009203884727313927, 0.20302270388159552, -0.19613532835822411]",[-0.24661907308330727]
"[-0.0030679615757712823, 0.009203884727313927, 0.16241816310527643, -0.15690826268655655]",[-0.9871890666854592]
"[-0.0030679615757712823, 0.009203884727313927, 0.12993453048422113, -0.12552661014925093]",[-1.0009551716182776]
"[-0.0030679615757712823, 0.009203884727313927, 0.1039476243873769, -0.10042128811943485]",[-0.14847341226233063]
"[-0.0, 0.009203884727313927, 0.23655617829846565, -0.0803370304955422]",[0.41440521931184093]
"[-0.0, 0.009203884727313927, 0.18924494263877253, -0.0642696243964167]",[0.15684438368602757]
"[-0.0, 0.009203884727313927, 0.15139595411101803, -0.051415699517150415]",[-0.18504219742127048]
"[-0.0, 0.009203884727313927, 0.12111676328881442, -0.04113255961371465]",[-0.014240296767525008]
"[0.0030679615757712823, 0.009203884727313927, 0.25029148941961565, -0.032906047690943296]",[0.20507250754301112]
"[0.0030679615757712823, 0.006135923151542766, 0.20023319153569252, -0.1797229169413299]",[-0.3164018712885446]
"[0.0030679615757712823, 0.006135923151542766, 0.16018655322855402, -0.14377833355302982]",[-1.1019448443439221]
"[0.0030679615757712823, 0.006135923151542766, 0.12814924258284321, -0.11502266684243523]",[-1.1396893265531294]
"[0.0030679615757712823, 0.006135923151542766, 0.10251939406627457, -0.09201813347397092]",[-0.2812662373928328]
"[0.0030679615757712823, 0.006135923151542766, 0.08201551525301966, -0.07361450677916537]",[0.4152695084111481]
"[0.006135923151542565, 0.006135923151542766, 0.21901049099097986, -0.05889160542329819]",[0.3304958931485483]
"[0.006135923151542565, 0.006135923151542766, 0.17520839279278388, -0.04711328433864992]",[-0.18603821519682812]
"[0.006135923151542565, 0.006135923151542766, 0.1401667142342271, -0.03769062747093699]",[-0.4130226639940224]
"[0.006135923151542565, 0.006135923151542766, 0.11213337138738169, -0.030152501976743906]",[-0.10312405549901071]
"[0.009203884727313847, 0.003067961575771161, 0.24310477589846943, -0.17752008036995903]",[-0.20120758988865567]
"[0.009203884727313847, 0.003067961575771161, 0.19448382071877557, -0.14201606429600133]",[-1.0213013545907441]
"[0.009203884727313847, 0.003067961575771161, 0.15558705657502048, -0.11361285143681243]",[-1.4840888317931844]
"[0.009203884727313847, 0.003067961575771161, 0.12446964526001641, -0.09089028114945563]",[-0.7184418993430388]
"[0.009203884727313847, 0.003067961575771161, 0.09957571620801314, -0.07271222491954177]",[0.21553348556160162]
"[0.01227184630308513, 0.003067961575771161, 0.23305865175497464, -0.0581697799356391]",[0.28302268750248516]
"[0.01227184630308513, 0.003067961575771161, 0.18644692140397973, -0.04653582394851696]",[-0.25099115818516393]
"[0.01227184630308513, 0.003067961575771161, 0.1491575371231838, -0.03722865915881357]",[-0.5389209085177158]
"[0.015339807878856412, 0.003067961575771161, 0.27272410848711104, -0.029782927327062225]",[-0.3709033185827151]
"[0.015339807878856412, 0.003067961575771161, 0.2181792867896888, -0.02382634186164978]",[-0.2910103740889362]
"[0.015339807878856412, 0.003067961575771161, 0.17454342943175105, -0.019061073489297087]",[-0.3357597011256109]
"[0.018407769454627694, 0.003067961575771161, 0.293032822333965, -0.01524885879143767]",[-0.28064697879273726]
"[0.018407769454627694, 0.003067961575771161, 0.23442625786717208, -0.012199087033138767]",[-0.33393639661705077]
"[0.018407769454627694, 0.003067961575771161, 0.1875410062937376, -0.009759269626528067]",[-0.3942517836841029]
"[0.018407769454627694, 0.003067961575771161, 0.15003280503499017, -0.007807415701222453]",[-0.17566043513340843]
"[0.021475731030398976, 0.003067961575771161, 0.27342432281655615, -0.006245932560972278]",[-0.03602479145237026]
