states,actions
"[0.021475731030398976, 0.003067961575771161, 0.21873945825324492, -0.004996746048789191]",[-0.27315246190887876]
"[0.021475731030398976, 0.003067961575771161, 0.17499156660259585, -0.003997396839025669]",[-0.4604120596554113]
"[0.021475731030398976, 0.003067961575771161, 0.13999325328207668, -0.0031979174711977976]",[-0.23279905299236336]
"[0.02454369260617026, 0.003067961575771161, 0.26539268141422556, -0.0025583339769639224]",[-0.044761904261885026]
"[0.02454369260617026, 0.003067961575771161, 0.21231414513138036, -0.0020466671815597692]",[-0.2649020913416286]
"[0.02454369260617026, 0.003067961575771161, 0.1698513161051043, -0.0016373337452364467]",[-0.4622630588152557]
"[0.02454369260617026, 0.003067961575771161, 0.13588105288408348, -0.0013098669961948417]",[-0.24492120161655742]
"[0.02761165418194154, 0.003067961575771161, 0.262102921095831, -0.0010478935969615577]",[-0.057596001299268076]
"[0.02761165418194154, 0.003067961575771161, 0.2096823368766647, -0.0008383148775692462]",[-0.27438359523587613]
"[0.02761165418194154, 0.003067961575771161, 0.16774586950133186, -0.0006706519020553969]",[-0.47008725679451707]
"[0.02761165418194154, 0.003067961575771161, 0.1341966956010654, -0.0005365215216386332]",[-0.2532428965551749]
"[0.030679615757712823, 0.003067961575771161, 0.2607554352694166, -0.0004292172173165909]",[-0.06671516008541148]
"[0.030679615757712823, 0.0, 0.2086043482155331, -0.15374145256242855]",[-0.6183048274333034]
"[0.030679615757712823, 0.0, 0.16688347857242647, -0.12299316204993715]",[-1.4048111851949412]
"[0.030679615757712823, 0.0, 0.13350678285794104, -0.09839452963993267]",[-1.4322552421514732]
"[0.030679615757712823, 0.0, 0.10680542628635292, -0.07871562371192908]",[-0.5691753944402126]
"[0.0337475773334841, 0.0, 0.23884241981764642, -0.06297249896954327]",[0.0030039758776615466]
"[0.0337475773334841, 0.0, 0.19107393585411714, -0.050377999175651667]",[-0.2544282637435924]
"[0.03681553890925539, 0.003067961575771161, 0.3062572274718578, 0.11309567944803689]",[-0.38756764097763857]
"[0.03681553890925539, 0.003067961575771161, 0.24500578197748646, 0.09047654355842383]",[0.07991426149811898]
"[0.039883500485026674, 0.003067961575771161, 0.34940270437055343, 0.07238123484674475]",[0.4230771209164039]
"[0.039883500485026674, 0.003067961575771161, 0.27952216349644265, 0.057904987877407166]",[-0.04239180822874811]
"[0.04295146206079795, 0.003067961575771161, 0.3770158095857179, 0.046323990301914364]",[-0.6715997865573619]
"[0.04295146206079795, 0.003067961575771161, 0.3016126476685743, 0.03705919224154286]",[-0.813464322958118]
"[0.04295146206079795, 0.003067961575771161, 0.24129011813485945, 0.02964735379325134]",[-0.5462953200510368]
"[0.04601942363656923, 0.003067961575771161, 0.34643017329645165, 0.023717883034578335]",[-0.2624778602072665]
"[0.04601942363656923, 0.006135923151542766, 0.27714413863716114, 0.1723723852162209]",[0.006847803988715595]
"[0.04908738521234052, 0.006135923151542766, 0.37511338969829344, 0.13789790817298808]",[0.3290584603962784]
"[0.04908738521234052, 0.006135923151542766, 0.30009071175863467, 0.11031832653836204]",[0.4675469333193324]
"[0.04908738521234052, 0.006135923151542766, 0.24007256940690747, 0.08825466123067827]",[0.07204273350858414]
"[0.0521553467881118, 0.006135923151542766, 0.3454561343140905, 0.07060372898453693]",[-0.32067157855554107]
"[0.0521553467881118, 0.006135923151542766, 0.2763649074512724, 0.05648298318763523]",[-0.48122227981542187]
"[0.0521553467881118, 0.006135923151542766, 0.221091925961018, 0.045186386550085444]",[-0.43431211328573766]
"[0.05522330836388308, 0.006135923151542766, 0.33027161955737805, 0.03614910924005699]",[-0.2564414575599097]
"[0.05522330836388308, 0.006135923151542766, 0.26421729564590235, 0.028919287392056958]",[-0.2910671215520256]
"[0.05522330836388308, 0.006135923151542766, 0.21137383651672215, 0.02313542991365125]",[-0.38722656380514064]
"[0.05829126993965436, 0.006135923151542766, 0.3224971480019416, 0.018508343930903948]",[-0.3129326770918608]
"[0.05829126993965436, 0.006135923151542766, 0.2579977184015534, 0.014806675144740211]",[-0.339912909937547]
"[0.05829126993965436, 0.006135923151542766, 0.20639817472124244, 0.011845340115797853]",[-0.396026183389164]
"[0.05829126993965436, 0.006135923151542766, 0.16511853977699387, 0.009476272092655336]",[-0.1850262315080505]
"[0.06135923151542565, 0.006135923151542766, 0.28549291061015936, 0.0075810176741129]",[-0.050063912316037594]
"[0.06135923151542565, 0.006135923151542766, 0.22839432848812757, 0.006064814139307373]",[-0.28645069487251335]
"[0.06135923151542565, 0.006135923151542766, 0.18271546279050188, 0.004851851311457267]",[-0.4717388490086245]
"[0.06442719309119693, 0.006135923151542766, 0.29957044902096586, 0.0038814810491487606]",[-0.3662090607477446]
"[0.06442719309119693, 0.006135923151542766, 0.23965635921677286, 0.003105184839341746]",[-0.3489239224593417]
"[0.06442719309119693, 0.006135923151542766, 0.19172508737341865, 0.0024841478714847653]",[-0.39767802874478153]
"[0.06442719309119693, 0.006135923151542766, 0.15338006989873465, 0.001987318297182128]",[-0.19934213265986062]
"[0.0674951546669682, 0.006135923151542766, 0.2761021347075512, 0.0015898546377286493]",[-0.07230200301451736]
"[0.0674951546669682, 0.006135923151542766, 0.22088170776604077, 0.0012718837101886038]",[-0.3075059589294734]
"[0.0674951546669682, 0.006135923151542766, 0.17670536621283262, 0.001017506968167936]",[-0.489482811990334]
"[0.0674951546669682, 0.006135923151542766, 0.1413642929702661, 0.0008140055745400332]",[-0.26034088152391816]
"[0.07056311624273949, 0.006135923151542766, 0.26648951316477687, 0.0006512044596433952]",[-0.07354106949225694]
"[0.07056311624273949, 0.006135923151542766, 0.21319161053182167, 0.0005209635677090318]",[-0.2947429737891865]
"[0.07056311624273949, 0.006135923151542766, 0.1705532884254568, 0.0004167708541444881]",[-0.49210884068709226]
"[0.07056311624273949, 0.006135923151542766, 0.1364426307403659, 0.0003334166833326435]",[-0.27439165169980934]
"[0.07363107781851078, 0.006135923151542766, 0.2625521833808566, 0.0002667333466490618]",[-0.08690749989545742]
"[0.07363107781851078, 0.006135923151542766, 0.21004174670468512, 0.0002133866773306181]",[-0.3037619265036889]
"[0.07363107781851078, 0.006135923151542766, 0.168033397363748, 0.00017070934185881015]",[-0.49955008012491997]
"[0.07363107781851078, 0.006135923151542766, 0.13442671789099858, 0.00013656747350410114]",[-0.28271735444335105]
"[0.07363107781851078, 0.006135923151542766, 0.10754137431279887, 0.00010925397882033394]",[0.026481164622922857]
"[0.07669903939428206, 0.006135923151542766, 0.23943117823880344, 8.740318307332018e-05]",[-0.020162110744935156]
"[0.07669903939428206, 0.006135923151542766, 0.1915449425910425, 6.992254643023443e-05]",[-0.3874317803887806]
"[0.07669903939428206, 0.006135923151542766, 0.15323595407283408, 5.593803714987189e-05]",[-0.5661436452404651]
"[0.07669903939428206, 0.006135923151542766, 0.12258876325826717, 4.475042970852883e-05]",[-0.28919131936664494]
"[0.07669903939428206, 0.006135923151542766, 0.09807101060661383, 3.580034376682306e-05]",[0.03904014931391744]
"[0.07976700097005335, 0.006135923151542766, 0.2318548872738555, 2.864027501914279e-05]",[-0.021012857096200644]
"[0.07976700097005335, 0.006135923151542766, 0.18548390981908414, 2.291222000394555e-05]",[-0.4006664512202414]
"[0.07976700097005335, 0.006135923151542766, 0.14838712785526775, 1.8329775997472098e-05]",[-0.5797992657924268]
"[0.07976700097005335, 0.006135923151542766, 0.11870970228421385, 1.4663820792293336e-05]",[-0.29862148099826774]
"[0.07976700097005335, 0.003067961575771161, 0.09496776182737143, -0.1533863477319528]",[-0.3031154202566099]
"[0.07976700097005335, 0.003067961575771161, 0.07597420946189715, -0.1227090781855793]",[-0.8322410584029561]
"[0.07976700097005335, 0.003067961575771161, 0.06077936756951807, -0.09816726254845776]",[-1.164372244042605]
"[0.07976700097005335, 0.003067961575771161, 0.04862349405561428, -0.07853381003874915]",[-0.6685913110756929]
"[0.08283496254582462, 0.003067961575771161, 0.19229687403305462, -0.06282704803101069]",[-0.16542885104402727]
"[0.08283496254582462, 0.003067961575771161, 0.15383749922644352, -0.050261638424785815]",[-0.3249315662819974]
"[0.08283496254582462, 0.003067961575771161, 0.12306999938115482, -0.0402093107398116]",[-0.6051087895412033]
"[0.08283496254582462, 0.003067961575771161, 0.09845599950492367, -0.03216744859184928]",[-0.44340724740791587]
"[0.0859029241215959, 0.003067961575771161, 0.23216287839250338, -0.02573395887350216]",[-0.24985534555550995]
"[0.0859029241215959, 0.006135923151542766, 0.1857303027140027, 0.13281091168980197]",[-0.10959771260918161]
"[0.0859029241215959, 0.006135923151542766, 0.1485842421712027, 0.10624872935184726]",[0.2928905857979799]
"[0.08897088569736719, 0.006135923151542766, 0.27226547252552624, 0.08499898348148349]",[0.6265668993755409]
"[0.08897088569736719, 0.006135923151542766, 0.21781237802042064, 0.06799918678515837]",[0.08425983426436423]
"[0.08897088569736719, 0.006135923151542766, 0.17424990241633598, 0.054399349428138066]",[-0.5799755449024442]
"[0.08897088569736719, 0.006135923151542766, 0.1393999219330686, 0.04351947954251045]",[-0.48804761895187265]
"[0.09203884727313846, 0.006135923151542766, 0.2649180163350193, 0.03481558363401405]",[-0.19433194683190494]
"[0.09203884727313846, 0.006135923151542766, 0.21193441306801564, 0.027852466907205553]",[-0.32309241623212204]
"[0.09203884727313846, 0.006135923151542766, 0.1695475304544125, 0.022281973525792864]",[-0.5199178350833761]
"[0.09203884727313846, 0.006135923151542766, 0.13563802436353, 0.01782557882063429]",[-0.3348602101236066]
"[0.09203884727313846, 0.006135923151542766, 0.10851041949082418, 0.014260463056501749]",[-0.03860661549123643]
"[0.09203884727313846, 0.006135923151542766, 0.08680833559265899, 0.011408370445195715]",[0.043267328328150646]
"[0.09203884727313846, 0.006135923151542766, 0.06944666847412684, 0.009126696356162256]",[-0.02400940984026695]
"[0.09203884727313846, 0.003067961575771161, 0.05555733477930236, -0.14609672170362842]",[-0.4153442644161643]
"[0.09510680884890975, 0.003067961575771161, 0.19784394661200544, -0.11687737736292547]",[-1.1287482148626604]
"[0.09510680884890975, 0.003067961575771161, 0.15827515728960417, -0.0935019018903347]",[-1.645841282219121]
"[0.09510680884890975, 0.003067961575771161, 0.1266201258316837, -0.07480152151225639]",[-1.204669191545821]
"[0.09510680884890975, 0.003067961575771161, 0.10129610066534678, -0.05984121720979374]",[-0.3149150244437247]
"[0.09510680884890975, 0.003067961575771161, 0.08103688053227831, -0.047872973767852045]",[0.09715683328578317]
"[0.09510680884890975, 0.003067961575771161, 0.06482950442582247, -0.038298379014293005]",[-0.015428605979524522]
"[0.09817477042468103, 0.006135923151542766, 0.2052616823292226, 0.12275937557714656]",[0.007865905125595207]
"[0.09817477042468103, 0.006135923151542766, 0.16420934586337754, 0.09820750046171156]",[0.26771131846744267]
"[0.10124273200045232, 0.006135923151542766, 0.2847655554792663, 0.07856600036936356]",[0.3195293882728012]
"[0.10124273200045232, 0.006135923151542766, 0.22781244438341286, 0.06285280029550222]",[-0.21773038256894295]
"[0.10124273200045232, 0.006135923151542766, 0.18224995550673118, 0.050282240236413145]",[-0.6545372222342596]
"[0.10124273200045232, 0.006135923151542766, 0.14579996440538512, 0.04022579218911915]",[-0.44932505034650694]
"[0.1043106935762236, 0.006135923151542766, 0.27003805031287165, 0.03218063375132374]",[-0.18585938439445632]
"[0.1043106935762236, 0.006135923151542766, 0.2160304402502975, 0.025744507001036254]",[-0.3670596127139932]
"[0.1043106935762236, 0.006135923151542766, 0.17282435220023817, 0.020595605600846056]",[-0.5750187347158189]
"[0.1043106935762236, 0.006135923151542766, 0.13825948176019054, 0.016476484480676845]",[-0.37597251500826506]
"[0.1043106935762236, 0.009203884727313927, 0.11060758540815296, 0.16657926637310538]",[0.26474458615970664]
"[0.10737865515199488, 0.009203884727313927, 0.2418841471150861, 0.13326341309849]",[0.8141339209428353]
"[0.10737865515199488, 0.009203884727313927, 0.19350731769206853, 0.10661073047879199]",[0.6945102947317621]
"[0.10737865515199488, 0.009203884727313927, 0.154805854153655, 0.08528858438305065]",[-0.03856066151437931]
"[0.10737865515199488, 0.009203884727313927, 0.12384468332292364, 0.06823086750645757]",[-0.3818286895413878]
"[0.10737865515199488, 0.009203884727313927, 0.09907574665833874, 0.05458469400514332]",[-0.16385027049519205]
"[0.10737865515199488, 0.006135923151542766, 0.07926059732667046, -0.10973032358447199]",[-0.2691530385052886]
"[0.10737865515199488, 0.006135923151542766, 0.06340847786133708, -0.08778425886757191]",[-0.8390533028359682]
"[0.10737865515199488, 0.006135923151542766, 0.05072678228906913, -0.07022740709405184]",[-1.1557593463716298]
"[0.10737865515199488, 0.006135923151542766, 0.040581425831255125, -0.056181925675218736]",[-0.6395514455144606]
"[0.10737865515199488, 0.003067961575771161, 0.03246514066500428, -0.19834361932876732]",[-0.3453985968614579]
"[0.10737865515199488, 0.003067961575771161, 0.0259721125320036, -0.15867489546300817]",[-0.8090108580354282]
"[0.10737865515199488, 0.003067961575771161, 0.020777690025602702, -0.1269399163704179]",[-1.2160588688167489]
"[0.10737865515199488, 0.003067961575771161, 0.01662215202048145, -0.10155193309631727]",[-0.7743426683877284]
"[0.10737865515199488, 0.006135923151542766, 0.013297721616384983, 0.07215653231151009]",[0.19018911356121682]
"[0.11044661672776616, 0.006135923151542766, 0.1640362560816726, 0.057725225849225126]",[0.8129341953898193]
"[0.11044661672776616, 0.006135923151542766, 0.13122900486533773, 0.046180180679385785]",[0.6127352898660273]
"[0.11044661672776616, 0.006135923151542766, 0.10498320389227, 0.03694414454352568]",[-0.1795576152843411]
"[0.11044661672776616, 0.006135923151542766, 0.08398656311381547, 0.029555315634809176]",[-0.5188956170788063]
"[0.11351457830353745, 0.006135923151542766, 0.220587329279617, 0.023644252507835972]",[-0.40085136550828826]
"[0.11351457830353745, 0.006135923151542766, 0.17646986342369342, 0.01891540200628583]",[-0.45632339986085146]
"[0.11351457830353745, 0.006135923151542766, 0.1411758907389542, 0.01513232160502298]",[-0.5610269139154461]
"[0.11351457830353745, 0.006135923151542766, 0.112940712591163, 0.0121058572840127]",[-0.3635947205140526]
"[0.11351457830353745, 0.006135923151542766, 0.0903525700729304, 0.00968468582721016]",[-0.09492791348403629]
"[0.11351457830353745, 0.006135923151542766, 0.07228205605834326, 0.007747748661756759]",[-0.02901140545933498]
"[0.11351457830353745, 0.006135923151542766, 0.05782564484667496, 0.006198198929411092]",[-0.09316701850877467]
"[0.11351457830353745, 0.006135923151542766, 0.04626051587734015, 0.004958559143517505]",[-0.14287776886148681]
"[0.11658253987930872, 0.006135923151542766, 0.19040649149043531, 0.0039668473148424255]",[-0.26344752792937276]
"[0.11658253987930872, 0.006135923151542766, 0.1523251931923486, 0.0031734778518455187]",[-0.5378261452827346]
"[0.11658253987930872, 0.006135923151542766, 0.12186015455387889, 0.002538782281476415]",[-0.651941897000214]
"[0.11658253987930872, 0.006135923151542766, 0.09748812364310311, 0.0020310258252038693]",[-0.3810441764115006]
"[0.11658253987930872, 0.006135923151542766, 0.07799049891448195, 0.0016248206601687798]",[-0.07832396564012875]
"[0.11658253987930872, 0.006135923151542766, 0.06239239913158556, 0.0012998565281350238]",[-0.02426714383071376]
"[0.11658253987930872, 0.006135923151542766, 0.04991391930526845, 0.001039885222525072]",[-0.10549602687894136]
"[0.11658253987930872, 0.006135923151542766, 0.03993113544421423, 0.0008319081780143733]",[-0.15814278599500434]
"[0.11658253987930872, 0.006135923151542766, 0.03194490835537067, 0.0006655265424058143]",[-0.15122808832584803]
"[0.11658253987930872, 0.006135923151542766, 0.02555592668429707, 0.0005324212339417045]",[-0.1296038851027271]
"[0.11658253987930872, 0.006135923151542766, 0.02044474134743801, 0.0004259369871419949]",[-0.12300191565663478]
"[0.11658253987930872, 0.006135923151542766, 0.016355793077949876, 0.0003407495897249646]",[-0.12792252183661065]
"[0.11658253987930872, 0.006135923151542766, 0.013084634462360079, 0.00027259967180270905]",[-0.1323301374557113]
"[0.11658253987930872, 0.006135923151542766, 0.01046770756988824, 0.0002180797374364829]",[-0.13242727121519118]
"[0.11658253987930872, 0.006135923151542766, 0.008374166055910237, 0.0001744637899321333]",[-0.13090128210354862]
"[0.11658253987930872, 0.006135923151542766, 0.006699332844728012, 0.00013957103195139098]",[-0.13022758616502986]
"[0.11658253987930872, 0.003067961575771161, 0.005359466275782765, -0.1532864219630028]",[-0.46513269685260683]
"[0.11658253987930872, 0.003067961575771161, 0.004287573020626212, -0.1226291375704136]",[-1.056501469817533]
"[0.11351457830353745, 0.003067961575771161, -0.1499680203720617, -0.09810331005630246]",[-1.178344744069738]
"[0.11351457830353745, 0.003067961575771161, -0.11997441629764971, -0.07848264804505334]",[-0.33138856118176346]
"[0.11351457830353745, 0.003067961575771161, -0.09597953303812012, -0.06278611843603699]",[0.40872075339544933]
"[0.11351457830353745, 0.003067961575771161, -0.07678362643049663, -0.050228894748812536]",[0.24401890017903122]
"[0.11351457830353745, 0.003067961575771161, -0.061426901144397306, -0.04018311579903866]",[-0.2292021951385414]
"[0.11351457830353745, 0.003067961575771161, -0.0491415209155166, -0.0321464926392423]",[-0.39122937085464715]
"[-0.3865631585471816, -0.31293208072867085, 3.2691590686546377, 10.452710976284635]",[15.32541752712057]
"[-0.3712233506683252, -0.273048580243644, 3.382317648866529, 10.356343805279039]",[15.823604336242543]
"[-0.36815538909255385, -0.23316507975861755, 2.859252197881787, 10.27925006847454]",[17.428371034596076]
"[-0.36815538909255385, -0.2024854640009046, 2.287401758305432, 9.757380842665242]",[19.96729758844804]
"[-0.3712233506683252, -0.17487380981896328, 1.6765233278557794, 9.186487383229291]",[21.157480785892453]
"[-0.3773592738198677, -0.15953400194010658, 1.0344225047075, 8.116180300526224]",[18.804954053601268]
"[-0.3865631585471816, -0.1472621556370215, 0.36734376740030683, 7.106536555575246]",[14.11826102362358]
"[-0.4049709280018093, -0.14419419406125034, -0.6265134588111394, 5.838627323248744]",[9.32797017583586]
"[-0.42644665903220824, -0.1472621556370215, -1.5749973185688617, 4.517503779810454]",[5.894670778270107]
"[-0.45712627478992107, -0.15646604036433542, -2.793978642740729, 3.15380878748266]",[3.2005303404043404]
"[-0.4878058905476339, -0.1687378866674205, -3.769163702078224, 1.9094547148318668]",[0.6317783592639241]
"[-0.521553467881118, -0.18714565612204836, -4.702709828336783, 0.6071752991340986]",[-2.07363255622717]
"[-0.5553010452146021, -0.20555342557667577, -5.449546729343631, -0.43464823342409886]",[-4.896539797789401]
"[-0.5921165841238575, -0.22396119503130363, -6.200414328937672, -1.2681070594706796]",[-7.10274530987721]
"[-0.6258641614573416, -0.24236896448593148, -6.647710329824342, -1.9348741203079385]",[-7.880964975848179]
"[-0.6565437772150544, -0.25770877236478773, -6.852149051745116, -2.3148896901892044]",[-7.762988004022782]
"[-0.6810874698212247, -0.273048580243644, -6.708903871704607, -2.6189021460941433]",[-7.996473136969755]
"[-0.705631162427395, -0.28532042654672907, -6.594307727672202, -2.708714032029576]",[-8.685275863438168]
"[-0.7271068934577939, -0.294524311274043, -6.349232733657704, -2.627165461989364]",[-8.959026306615844]
"[-0.7485826244881929, -0.3037281960013569, -6.153172738446116, -2.561926605957183]",[-8.260799228376534]
"[-0.7639224323670493, -0.3098641191528997, -5.6895285846997155, -2.356337442342891]",[-7.309469142725694]
"[-0.7792622402459057, -0.31293208072867085, -5.318613261702595, -2.0384680326628484]",[-6.776486966149759]
"[-0.7915340865489908, -0.316000042304442, -4.868482924516329, -1.784172504918871]",[-6.340641130735406]
"[-0.8007379712763046, -0.316000042304442, -4.3549805759787645, -1.4273380039350911]",[-5.744795788034105]
"[-0.8099418560036186, -0.31293208072867085, -3.9441786971487076, -0.988472324359492]",[-4.999180054585691]
"[-0.8160777791551611, -0.3098641191528997, -3.4621391152960896, -0.6373797806990638]",[-3.9257215087169]
"[-0.8191457407309324, -0.3067961575771281, -2.923109371025433, -0.3565057457706473]",[-3.1406266349959355]
"[-0.8222137023067037, -0.30066023442558576, -2.4918855756089044, 0.02159156096058723]",[-3.123352984205031]
"[-0.8252816638824749, -0.2975922728498146, -2.1469065392756903, 0.17067132755701664]",[-3.3512913548405625]
"[-0.8252816638824749, -0.29145634969827183, -1.7175252314205594, 0.4433332196227866]",[-3.2130904581050213]
"[-0.8283496254582462, -0.28532042654672907, -1.5274182639250071, 0.6614627332753571]",[-2.9003165127404507]
"[-0.8283496254582462, -0.27918450339518674, -1.2219346111400071, 0.8359663441974021]",[-2.2796324649344566]
"[-0.8252816638824749, -0.273048580243644, -0.8241496101234489, 0.9755692329350723]",[-1.8826467249589465]
"[-0.8252816638824749, -0.26691265709210166, -0.659319688098762, 1.0872515439251629]",[-2.181603506244608]
"[-0.8222137023067037, -0.2607767339405589, -0.37405767169043713, 1.1765973927172695]",[-2.560730572647322]
"[-0.8191457407309324, -0.25464081078901657, -0.1458480585637858, 1.2480740717509207]",[-2.5820465504901735]
"[-0.8160777791551611, -0.2485048876374738, 0.03671963193753669, 1.3052554149778928]",[-2.520140874002027]
"[-0.8130098175793898, -0.24236896448593148, 0.18277378433858615, 1.351000489559425]",[-2.451462660777219]
"[-0.8068738944278473, -0.23623304133438872, 0.4530151850479953, 1.3875965492246678]",[-2.402817448605809]
"[-0.803805932852076, -0.2300971181828464, 0.5158102268269644, 1.416873396956845]",[-2.4633983255439142]
"[-0.7976700097005334, -0.22396119503130363, 0.7194443390387022, 1.4402948751425981]",[-2.4824966616587556]
"[-0.7915340865489908, -0.21782527187976086, 0.8823516288080882, 1.4590320576912177]",[-2.423225846671291]
"[-0.7853981633974483, -0.21168934872821854, 1.0126774606235998, 1.4740218037300679]",[-2.460319660667369]
"[-0.7792622402459057, -0.20555342557667577, 1.1169381260760147, 1.4860136005611935]",[-2.46959171036311]
"[-0.7731263170943632, -0.19941750242513345, 1.2003466584379368, 1.495607038026094]",[-2.30408531098936]
"[-0.7639224323670493, -0.1932815792735907, 1.4204715631160454, 1.50328178799802]",[-2.177495253482512]
"[-0.7547185476397354, -0.18407769454627676, 1.5965714868585295, 1.6628196667641078]",[-2.0330138321754223]
"[-0.7455146629124216, -0.17794177139473444, 1.7374514258525124, 1.6370518909883742]",[-1.7925354782056013]
"[-0.7363107781851077, -0.17180584824319167, 1.850155377047706, 1.6164376703678442]",[-1.6319789601282002]
"[-0.7271068934577939, -0.16260196351587775, 1.9403185380038508, 1.7533443726599955]",[-1.6177320386273708]
"[-0.7179030087304801, -0.15646604036433542, 2.0124490667687738, 1.7094716557051015]",[-1.3503694969032027]
"[-0.7086991240031663, -0.15033011721279266, 2.070153489780715, 1.6743734821412204]",[-1.0037896128496593]
"[-0.6964272777000811, -0.14112623248547917, 2.269715106978829, 1.799693022078685]",[-1.0234793339626291]
"[-0.6872233929727672, -0.1349903093339364, 2.275966321948758, 1.7465505752400645]",[-1.0747915719900467]
"[-0.6749515466696822, -0.12885438618239364, 2.434365372713252, 1.7040366177691908]",[-1.0138121502671318]
"[-0.6657476619423682, -0.12271846303085132, 2.407686534536296, 1.670025451792469]",[-1.2721670169101067]
"[-0.6534758156392831, -0.11658253987930856, 2.539741542783297, 1.6428165190110917]",[-1.5472114955008731]
"[-0.641203969336198, -0.10737865515199507, 2.6453855493808973, 1.7744474515745594]",[-1.2310891965815216]
"[-0.6289321230331129, -0.1012427320004523, 2.7299007546589706, 1.726354118836781]",[-0.6394113666268977]
"[-0.619728238305799, -0.09510680884890954, 2.6441148400928647, 1.6878794526465413]",[-0.2555713711525849]
"[-0.607456392002714, -0.08897088569736722, 2.7288841872285445, 1.6570997196943438]",[-0.37049501468254054]
"[-0.5951845456996288, -0.08283496254582445, 2.7966996649370977, 1.6324759333326142]",[-0.6532436230919494]
"[-0.5829126993965437, -0.07669903939428213, 2.8509520471039274, 1.6127769042431908]",[-0.8364911722621624]
"[-0.5706408530934585, -0.07363107781851097, 2.894353952837406, 1.4436196021831336]",[-1.1400731063143077]
"[-0.5614369683661447, -0.0674951546669682, 2.775677398635615, 1.461691839323663]",[-1.3914311995586295]
"[-0.5491651220630596, -0.06135923151542544, 2.8341342340627484, 1.4761496290360299]",[-1.1033693642199678]
"[-0.5368932757599744, -0.05522330836388312, 2.880899702404456, 1.4877158608059915]",[-0.24208266278389434]
"[-0.5246214294568893, -0.052155346788111956, 2.9183120770778217, 1.343570767433306]",[-0.07600259051264668]
"[-0.5123495831538042, -0.04601942363656919, 2.9482419768165116, 1.3816527715237896]",[-0.7009956125451984]
"[-0.500077736850719, -0.03988350048502687, 2.9721858966074706, 1.4121183747961368]",[-0.9900403926973542]
"[-0.4878058905476339, -0.0337475773334841, 2.991341032440232, 1.436490857414043]",[-0.2816374495247205]
"[-0.47553404424454876, -0.03067961575771294, 3.006665141106442, 1.3025907647198096]",[0.24640175807350762]
"[-0.4632621979414636, -0.024543692606170175, 3.0189244280394085, 1.3488687693529755]",[-0.02399762099371827]
"[-0.45099035163837853, -0.018407769454627854, 3.0287318575857824, 1.3858911730594912]",[-0.2696331891181427]
"[-0.4387185053352934, -0.015339807878856249, 3.036577801222883, 1.2621110172361796]",[-3.2812004371329806e-06]
"[-0.42644665903220824, -0.009203884727313927, 3.042854556132564, 1.3164849713660374]",[0.21320670862493074]
"[-0.4172427743048944, -0.006135923151542766, 2.8944778812717438, 1.2065860558813881]",[0.09001476946773002]
"[-0.4049709280018093, -0.003067961575771161, 2.929174620171654, 1.1186669234937199]",[0.036082913602986544]
"[-0.39269908169872414, 0.003067961575771161, 2.9569320112915776, 1.201729696372098]",[-0.0025332873880450357]
"[-0.380427235395639, 0.006135923151542766, 2.9791379241875156, 1.114781835886248]",[-0.013620919182562918]
"[-0.3712233506683252, 0.009203884727313927, 2.843504575715702, 1.0452235474975566]",[0.10133059282985579]
"[-0.35895150436524004, 0.015339807878856249, 2.8883959757268194, 1.1429749955751731]",[0.3170864058781997]
"[-0.3466796580621549, 0.018407769454627854, 2.924309095735712, 1.0677780752486967]",[0.6195287879696751]
"[-0.3374757733348411, 0.021475731030399015, 2.7996415129542633, 1.00762053898751]",[0.7035123017218994]
"[-0.32520392703175593, 0.024543692606170175, 2.853305525517669, 0.9594945099785832]",[0.33516350876893863]
"[-0.31600004230444206, 0.027611654181941336, 2.7428386567798277, 0.9209936867714248]",[0.05594571499162404]
"[-0.30679615757712825, 0.03067961575771294, 2.6544651617895525, 0.8901930282057151]",[0.2265087398373331]
"[-0.2945243112740431, 0.0337475773334841, 2.7371644445859005, 0.865552501353136]",[0.5889550506273715]
"[-0.28532042654672923, 0.03681553890925526, 2.649925792034411, 0.845840079871067]",[0.6638123912034573]
"[-0.2761165418194154, 0.03681553890925526, 2.580134869993218, 0.6766720638968593]",[0.2870900449988105]
"[-0.26691265709210155, 0.03988350048502687, 2.524302132360271, 0.694735729906057]",[-0.04978560065368587]
"[-0.25770877236478773, 0.04295146206079803, 2.479635942253905, 0.7091866627134209]",[0.04987909089925502]
"[-0.24850488763747386, 0.04601942363656919, 2.4439029901688194, 0.7207474089592836]",[0.7546403751414075]
"[-0.23930100291016002, 0.04601942363656919, 2.4153166285007472, 0.5765979271674269]",[1.056906996440826]
"[-0.23009711818284617, 0.04908738521234035, 2.392447539166289, 0.6146764205224997]",[0.6036637404054981]
"[-0.22089323345553233, 0.052155346788111956, 2.374152267698724, 0.6451392152065694]",[0.27156814990453726]
"[-0.21475731030398976, 0.052155346788111956, 2.2061179717361075, 0.5161113721652555]",[0.6024081946618587]
"[-0.2055534255766759, 0.05522330836388312, 2.2250886137545773, 0.566287176520774]",[1.023323637603756]
"[-0.19634954084936207, 0.05522330836388312, 2.240265127369355, 0.45302974121659645]",[0.7945483917591945]
"[-0.1902136176978195, 0.05829126993965428, 2.099008259472612, 0.5158218717618297]",[0.5268957201562827]
"[-0.18407769454627693, 0.05829126993965428, 1.9860027651552183, 0.41265749740946944]",[0.6357361895671585]
